id,idno,type
722,VNM_2000_MICS_v01_M,survey
723,ZMB_1999_MICS_v01_M,survey
724,KEN_2006_GEHDS_v01_M_v01_A_RUF,survey
725,KEN_2005_GEHDS_v01_M_v01_A_RUF,survey
726,KEN_2004_GEHDS_v01_M_v01_A_RUF,survey
727,WLD_2011_TSGAM_v01_M,survey
854,IDN_2003_QSDS_v01_M,survey
855,MDG_2006_PETSEr1_v01_M,survey
856,MDG_2006_PETSHr1_v01_M,survey
857,MDG_2007_PETSEr2_v01_M,survey
858,MDG_2007_PETSHr2_v01_M,survey
859,NGA_2002_PETS_v01_M,survey
860,UGA_2000_QSDS_v01_M,survey
861,UGA_2002_PETS_v01_M,survey
862,ZMB_2002_ESDS_v01_M,survey
863,THA_2004_ICS_v01_M_WB,survey
864,BHS_2010_ES_v01_M_WB,survey
865,BRB_2010_ES_v01_M_WB,survey
866,DOM_2010_ES_v01_M_WB,survey
867,GUY_2010_ES_v01_M_WB,survey
868,HND_2010_ES_v01_M_WB,survey
869,KNA_2010_ES_v01_M_WB,survey
870,MEX_2010_ES_v01_M_WB,survey
871,NIC_2010_ES_v01_M_WB,survey
872,SLV_2010_ES_v01_M_WB,survey
873,VCT_2010_ES_v01_M_WB,survey
874,VEN_2010_ES_v01_M_WB,survey
875,KHM_2004_PETS_v01_M,survey
878,ATG_2010_ES_v01_M_WB,survey
879,BLZ_2010_ES_v01_M_WB,survey
880,DMA_2010_ES_v01_M_WB,survey
881,LCA_2010_ES_v01_M_WB,survey
882,SUR_2010_ES_v01_M_WB,survey
883,PRY_2010_ES_v01_M_WB,survey
884,TTO_2010_ES_v01_M_WB,survey
885,AFR_1999_AFB-MR1_v01_M,survey
886,AFR_2004_AFB-MR2_v01_M,survey
887,AFR_2005_AFB-MR3_v01_M,survey
888,AFR_2008_AFB-MR4_v02_M,survey
889,AFR_1999_AFB-7_v01_M,survey
890,ZAF_1993-1998_KIDS_v01_M,survey
891,ETH_1993_AAIS_v01_M,survey
893,ZAF_2002_AIFS_v01_M,survey
894,ZAF_2004_AIFS_v01_M,survey
895,ZAF_2002-2009_CAPS_v01_M,survey
896,ZAF_2003_FDP_v01_M,survey
897,ZAF_2005_HBMS_v01_M,survey
898,ZAF_2002-2005_KIFS_v01_M,survey
899,ZAF_2000_KMP_v01_M,survey
900,ZAF_2008_NIDS-W1_v08_M,survey
901,ZAF_1993-2019_PALMS_v01_M,survey
902,ZAF_1993_PSLSD_v01_M,survey
904,ZAF_2000_AFB-SA_v01_M,survey
905,ZAF_2002_AFB-SA_v01_M,survey
906,ZAF_2004_AFB-SA_v01_M,survey
907,ZAF_2006_AFB-SA_v01_M,survey
908,ZAF_1970_PHC_v01_M,survey
909,ZAF_1980_PHC_v01_M,survey
910,ZAF_1991_PHC_v01_M,survey
911,ZAF_1985_PHC_v01_M,survey
912,ZAF_1999_SAYP_v01_M,survey
913,ZAF_2010_SAYP_v01_M,survey
914,ZAF_2000_TUS_v01_M,survey
915,ZAF_1996_PHC_v01_M,survey
917,ZAF_2001_PHC_v01_M,survey
918,ZAF_2007_PHC_v01_M,survey
919,ZAF_2002_GHS_v01_M,survey
920,ZAF_2003_GHS_v01_M,survey
921,ZAF_2004_GHS_v01_M,survey
922,ZAF_2005_GHS_v02_M,survey
923,ZAF_2006_GHS_v01_M,survey
924,ZAF_2007_GHS_v01_M,survey
925,ZAF_2008_GHS_v01_M,survey
926,ZAF_2009_GHS_v01_M,survey
927,ZAF_2010_GHS_v01_M,survey
928,ZAF_2000_IES_v01_M,survey
930,ZAF_2000_LFS-FEB_v02_M,survey
932,ZAF_2000_LFS-SEP_v02_M,survey
933,ZAF_2001_LFS-FEB_v02_M,survey
935,ZAF_2001_LFS-SEP_v02_M,survey
936,ZAF_2002_LFS-FEB_v02_M,survey
938,ZAF_2002_LFS-SEP_v02_M,survey
940,ZAF_2003_LFS-MAR_v02_M,survey
942,ZAF_2003_LFS-SEP_v02_M,survey
944,ZAF_2004_LFS-MAR_v02_M,survey
946,ZAF_2004_LFS-SEP_v02_M,survey
948,ZAF_2005_LFS-MAR_v02_M,survey
950,ZAF_2005_LFS-SEP_v02_M,survey
951,ZAF_2006_LFS-MAR_v02_M,survey
953,ZAF_2006_LFS-SEP_v02_M,survey
955,ZAF_2007_LFS-MAR_v02_M,survey
956,ZAF_2007_LFS-SEP_v02_M,survey
957,ZAF_1993_OHS_v01_M,survey
958,ZAF_1994_OHS_v01_M,survey
959,ZAF_1995_OHS_v01_M,survey
960,ZAF_1996_OHS_v01_M,survey
961,ZAF_1997_OHS_v01_M,survey
962,ZAF_1998_OHS_v01_M,survey
963,ZAF_1999_OHS_v01_M,survey
964,ZAF_2008_QLFS-Q1_v03_M,survey
965,ZAF_2008_QLFS-Q2_v03_M,survey
966,ZAF_2008_QLFS-Q3_v03_M,survey
967,ZAF_2008_QLFS-Q4_v03_M,survey
968,ZAF_2009_QLFS-Q1_v03_M,survey
969,ZAF_2009_QLFS-Q2_v03_M,survey
970,ZAF_2009_QLFS-Q3_v03_M,survey
971,ZAF_2009_QLFS-Q4_v03_M,survey
972,ZAF_2010_QLFS-Q1_v03_M,survey
973,ZAF_2010_QLFS-Q2_v03_M,survey
974,ZAF_2001-2004_HIV_v01_M,survey
977,ECU_1989_ENDEMAIN_v01_M,survey
978,BLZ_1991_FHS_v01_M,survey
979,ECU_2004_ENDEMAIN_v01_M,survey
980,ALB_2002_RHS_v01_M,survey
981,CPV_1998_IDSR_v01_M,survey
982,GTM_2002_ENSMI_v01_M,survey
984,HND_1991_ENESF_v01_M,survey
985,HND_1996_ENESF_v01_M,survey
986,HND_2001_ENESF-ENSM_v01_M,survey
987,NIC_1992_ESF_v01_M,survey
988,NIC_2006_ENDESA_v01_M,survey
989,PRY_1998_ENSMI_v01_M,survey
990,PRY_2004_ENDSSR_v01_M,survey
991,PRY_2008_ENDSSR_v01_M,survey
992,SLV_1993_FESAL_v01_M,survey
993,SLV_1998_FESAL_v01_M,survey
994,SLV_2008_FESAL_v01_M,survey
995,MDA_1997_RHS_v01_M,survey
996,ECU_1994_ENDEMAIN_v01_M,survey
997,ECU_1999_ENDEMAIN_v01_M,survey
999,MOZ_2002_NPS_v01_M,survey
1000,NPL_2010_LSS-III_v01_M,survey
1001,UGA_2005-2009_UNPS_v02_M,survey
1002,NGA_2010_GHSP-W1_v03_M,survey
1003,MWI_2010_IHS-III_v01_M,survey
1004,TZA_2008_TASAF-II_v01_M_v01_A_PUF,survey
1005,MWI_2007_SIHR_v01_M_v01_A_PUF,survey
1006,EGY_2006_PHC_v01_M_v03_A_IPUMS,survey
1007,IRN_2006_PHC_v01_M_v03_A_IPUMS,survey
1008,JAM_1982_PHC_v01_M_v03_A_IPUMS,survey
1009,JAM_1991_PHC_v01_M_v03_A_IPUMS,survey
1011,KHM_2008_PHC_v01_M_v03_A_IPUMS,survey
1013,MWI_1998_PHC_v01_M_v02_A_IPUMS,survey
1014,SDN_2008_PHC_v01_M_v02_A_IPUMS,survey
1015,SLE_2004_PHC_v01_M_v02_A_IPUMS,survey
1016,VNM_2009_PHC_v01_M_v03_A_IPUMS,survey
1017,WBG_2007_PHC_v01_M_v03_A_IPUMS,survey
1018,MWI_2008_PHC_v01_M_v02_A_IPUMS,survey
1020,IRQ_2011_ES_v01_M_WB,survey
1021,ZWE_2011_ES_v01_M_WB,survey
1022,CAF_2011_ES_v01_M_WB,survey
1023,LKA_2011_ES_v01_M_WB,survey
1024,AZE_2009_FLS_v01_M,survey
1025,BIH_2011_FLFS_v01_M,survey
1026,BGR_2010_FLS_v01_M,survey
1027,ROU_2010_FLS_v01_M,survey
1028,RUS_2008_FLDS_v01_M,survey
1029,WBG_2011_FLS_v01_M,survey
1030,LKA_2011_MPS_v01_M_WB,survey
1036,MEX_2007_IEPEP_v01_M_v01_A_PUF,survey
1037,MEX_2008_IEPEP_v01_M_v01_A_PUF,survey
1038,MEX_2010_IEPEP-FS2_v01_M_v01_A_PUF,survey
1039,MEX_2010_IEPEP_v01_M_v01_A_PUF,survey
1040,BGD_2003_NGO_v01_M,survey
1041,ZAF_2010_UISP_v01_M,survey
1042,IND_2008_FRL_v01_M,survey
1043,IDN_2000_IFLS_v01_M,survey
1044,IDN_2007_IFLS_v01_M,survey
1045,IDN_1993_IFLS_v01_M,survey
1046,IDN_1997_IFLS_v01_M,survey
1047,IDN_2007_PNPM_v01_M,survey
1048,IDN_2008_PNPM_v01_M_v01_A_PUF,survey
1049,IDN_2009_PNPM_v01_M_v01_A_PUF,survey
1050,TZA_2010_NPS-R2_v03_M,survey
1051,IDN_2010_PHC_v01_M_v03_A_IPUMS,survey
1052,IDN_2005_PHC_v01_M_v03_A_IPUMS,survey
1053,IDN_2000_PHC_v01_M_v03_A_IPUMS,survey
1054,IDN_1995_PHC_v01_M_v03_A_IPUMS,survey
1055,IDN_1990_PHC_v01_M_v03_A_IPUMS,survey
1056,IDN_1985_PHC_v01_M_v03_A_IPUMS,survey
1057,IDN_1980_PHC_v01_M_v03_A_IPUMS,survey
1058,IDN_1976_PHC_v01_M_v03_A_IPUMS,survey
1059,IDN_1971_PHC_v01_M_v03_A_IPUMS,survey
1060,MAR_1982_PHC_v01_M_v03_A_IPUMS,survey
1061,MAR_1994_PHC_v01_M_v03_A_IPUMS,survey
1062,MAR_2004_PHC_v01_M_v03_A_IPUMS,survey
1063,LKA_2008_SLFED_v01_M,survey
1064,GHA_2005_GLSS_v01_M_v01_A_SHIP,survey
1065,GHA_1998_GLSS_v01_M_v01_A_SHIP,survey
1066,GHA_1991_GLSS_v01_M_v01_A_SHIP,survey
1068,ETH_2000_HICES_v01_M_v01_A_SHIP,survey
1069,ETH_2004_HICES_v01_M_v01_A_SHIP,survey
1070,ZAF_2007_PHC_v01_M_v03_A_IPUMS,survey
1071,SLV_1992_PHC_v01_M_v02_A_IPUMS,survey
1072,SLV_2007_PHC_v01_M_v02_A_IPUMS,survey
1073,NIC_1995_PHC_v01_M_v02_A_IPUMS,survey
1074,NIC_1971_PHC_v01_M_v02_A_IPUMS,survey
1075,NIC_2005_PHC_v01_M_v02_A_IPUMS,survey
1076,URY_1996_PHC_v01_M_v03_A_IPUMS,survey
1077,URY_1985_PHC_v01_M_v03_A_IPUMS,survey
1078,URY_1975_PHC_v01_M_v03_A_IPUMS,survey
1079,URY_1963_PHC_v01_M_v03_A_IPUMS,survey
1080,TUR_1985_PHC_v01_M_v03_A_IPUMS,survey
1081,TUR_1990_PHC_v01_M_v03_A_IPUMS,survey
1082,TUR_2000_PHC_v01_M_v03_A_IPUMS,survey
1083,PAN_2010_ES_v01_M_WB,survey
1084,CRI_2010_ES_v01_M_WB,survey
1085,JAM_2010_ES_v01_M_WB,survey
1086,RUS_2012_ES_v01_M_WB,survey
1087,ETH_2011_MS_v01_M,survey
1088,ETH_2011_ES_v01_M,survey
1089,RWA_2011_ES_v01_M,survey
1090,RWA_2011_InS_v01_M,survey
1091,RWA_2011_MS_v01_M,survey
1092,ZWE_2011_FINDEX_v02_M,survey
1094,COD_2011_FINDEX_v02_M,survey
1095,ZAF_2011_FINDEX_v02_M,survey
1096,YEM_2011_FINDEX_v02_M,survey
1097,WLD_2011_FINDEX_v02_M,survey
1098,WBG_2011_FINDEX_v02_M,survey
1099,VNM_2011_FINDEX_v02_M,survey
1100,VEN_2011_FINDEX_v02_M,survey
1101,UZB_2011_FINDEX_v02_M,survey
1102,USA_2011_FINDEX_v02_M,survey
1103,URY_2011_FINDEX_v02_M,survey
1104,UKR_2011_FINDEX_v02_M,survey
1105,UGA_2011_FINDEX_v02_M,survey
1106,TZA_2011_FINDEX_v02_M,survey
1107,TWN_2011_FINDEX_v02_M,survey
1108,TUR_2011_FINDEX_v02_M,survey
1109,TUN_2011_FINDEX_v01_M,survey
1110,TTO_2011_FINDEX_v02_M,survey
1111,TKM_2011_FINDEX_v02_M,survey
1112,TJK_2011_FINDEX_v02_M,survey
1113,THA_2011_FINDEX_v02_M,survey
1114,TGO_2011_FINDEX_v02_M,survey
1115,TCD_2011_FINDEX_v02_M,survey
1116,ZMB_2011_FINDEX_v02_M,survey
1117,AFG_2011_FINDEX_v02_M,survey
1118,SLV_2011_FINDEX_v02_M,survey
1119,AGO_2011_FINDEX_v02_M,survey
1120,ALB_2011_FINDEX_v02_M,survey
1121,ARE_2011_FINDEX_v02_M,survey
1122,ARG_2011_FINDEX_v02_M,survey
1123,ARM_2011_FINDEX_v02_M,survey
1124,AUS_2011_FINDEX_v02_M,survey
1125,AUT_2011_FINDEX_v02_M,survey
1126,AZE_2011_FINDEX_v02_M,survey
1127,BDI_2011_FINDEX_v02_M,survey
1128,BEL_2011_FINDEX_v02_M,survey
1129,BEN_2011_FINDEX_v02_M,survey
1130,BFA_2011_FINDEX_v02_M,survey
1131,BGD_2011_FINDEX_v02_M,survey
1132,BGR_2011_FINDEX_v02_M,survey
1133,BHR_2011_FINDEX_v02_M,survey
1134,BIH_2011_FINDEX_v02_M,survey
1135,BLR_2011_FINDEX_v02_M,survey
1136,BOL_2011_FINDEX_v02_M,survey
1137,BRA_2011_FINDEX_v02_M,survey
1138,BWA_2011_FINDEX_v02_M,survey
1139,CAF_2011_FINDEX_v02_M,survey
1140,CAN_2011_FINDEX_v02_M,survey
1141,CHL_2011_FINDEX_v02_M,survey
1142,CHN_2011_FINDEX_v02_M,survey
1143,CMR_2011_FINDEX_v02_M,survey
1144,COG_2011_FINDEX_v02_M,survey
1145,COL_2011_FINDEX_v02_M,survey
1146,COM_2011_FINDEX_v02_M,survey
1147,CRI_2011_FINDEX_v02_M,survey
1148,CYP_2011_FINDEX_v02_M,survey
1149,CZE_2011_FINDEX_v02_M,survey
1150,DEU_2011_FINDEX_v02_M,survey
1151,SYR_2011_FINDEX_v02_M,survey
1152,SWZ_2011_FINDEX_v02_M,survey
1153,SWE_2011_FINDEX_v02_M,survey
1154,SVN_2011_FINDEX_v02_M,survey
1155,SVK_2011_FINDEX_v02_M,survey
1156,SRB_2011_FINDEX_v02_M,survey
1157,SOM_2011_FINDEX_v01_M,survey
1158,SLE_2011_FINDEX_v02_M,survey
1159,DJI_2011_FINDEX_v02_M,survey
1160,DNK_2011_FINDEX_v02_M,survey
1161,DOM_2011_FINDEX_v02_M,survey
1162,DZA_2011_FINDEX_v02_M,survey
1163,ECU_2011_FINDEX_v02_M,survey
1164,EGY_2011_FINDEX_v02_M,survey
1165,ESP_2011_FINDEX_v02_M,survey
1166,EST_2011_FINDEX_v02_M,survey
1167,FIN_2011_FINDEX_v02_M,survey
1168,FRA_2011_FINDEX_v02_M,survey
1169,GAB_2011_FINDEX_v02_M,survey
1170,GBR_2011_FINDEX_v02_M,survey
1171,GEO_2011_FINDEX_v02_M,survey
1172,GHA_2011_FINDEX_v02_M,survey
1173,GIN_2011_FINDEX_v02_M,survey
1174,GRC_2011_FINDEX_v02_M,survey
1175,GTM_2011_FINDEX_v02_M,survey
1176,HKG_2011_FINDEX_v02_M,survey
1177,HND_2011_FINDEX_v02_M,survey
1178,HRV_2011_FINDEX_v02_M,survey
1179,HTI_2011_FINDEX_v02_M,survey
1180,HUN_2011_FINDEX_v02_M,survey
1181,IDN_2011_FINDEX_v02_M,survey
1182,IND_2011_FINDEX_v02_M,survey
1183,IRL_2011_FINDEX_v02_M,survey
1184,IRQ_2011_FINDEX_v02_M,survey
1185,ISR_2011_FINDEX_v02_M,survey
1186,ITA_2011_FINDEX_v02_M,survey
1187,JAM_2011_FINDEX_v02_M,survey
1188,JOR_2011_FINDEX_v02_M,survey
1189,JPN_2011_FINDEX_v02_M,survey
1190,KAZ_2011_FINDEX_v02_M,survey
1191,KEN_2011_FINDEX_v02_M,survey
1192,KGZ_2011_FINDEX_v02_M,survey
1193,KHM_2011_FINDEX_v02_M,survey
1194,KOR_2011_FINDEX_v02_M,survey
1195,KSV_2011_FINDEX_v02_M,survey
1196,KWT_2011_FINDEX_v02_M,survey
1197,LAO_2011_FINDEX_v02_M,survey
1198,LBN_2011_FINDEX_v02_M,survey
1199,LBR_2011_FINDEX_v02_M,survey
1200,LKA_2011_FINDEX_v02_M,survey
1201,LSO_2011_FINDEX_v02_M,survey
1202,LTU_2011_FINDEX_v02_M,survey
1203,LUX_2011_FINDEX_v02_M,survey
1204,LVA_2011_FINDEX_v02_M,survey
1206,MDA_2011_FINDEX_v02_M,survey
1207,MDG_2011_FINDEX_v02_M,survey
1208,MEX_2011_FINDEX_v02_M,survey
1209,MKD_2011_FINDEX_v02_M,survey
1210,MLI_2011_FINDEX_v02_M,survey
1211,MLT_2011_FINDEX_v02_M,survey
1212,MNE_2011_FINDEX_v02_M,survey
1213,MNG_2011_FINDEX_v02_M,survey
1214,MOZ_2011_FINDEX_v01_M,survey
1215,MRT_2011_FINDEX_v02_M,survey
1216,MUS_2011_FINDEX_v02_M,survey
1217,MWI_2011_FINDEX_v02_M,survey
1218,MYS_2011_FINDEX_v02_M,survey
1219,NER_2011_FINDEX_v02_M,survey
1220,NGA_2011_FINDEX_v02_M,survey
1221,NIC_2011_FINDEX_v02_M,survey
1222,NLD_2011_FINDEX_v02_M,survey
1223,NPL_2011_FINDEX_v02_M,survey
1224,NZL_2011_FINDEX_v02_M,survey
1225,OMN_2011_FINDEX_v02_M,survey
1226,PAK_2011_FINDEX_v02_M,survey
1227,PAN_2011_FINDEX_v02_M,survey
1228,PER_2011_FINDEX_v02_M,survey
1229,PHL_2011_FINDEX_v02_M,survey
1230,POL_2011_FINDEX_v02_M,survey
1231,PRT_2011_FINDEX_v02_M,survey
1232,PRY_2011_FINDEX_v02_M,survey
1233,QAT_2011_FINDEX_v02_M,survey
1234,ROU_2011_FINDEX_v02_M,survey
1235,RUS_2011_FINDEX_v02_M,survey
1236,RWA_2011_FINDEX_v02_M,survey
1237,SAU_2011_FINDEX_v02_M,survey
1238,SDN_2011_FINDEX_v02_M,survey
1239,SEN_2011_FINDEX_v02_M,survey
1240,SGP_2011_FINDEX_v02_M,survey
1241,MAR_2011_FINDEX_v02_M,survey
1242,VNM_2009-2011_WSP-IE_v01_M_v01_A_PUF,survey
1243,LKA_2005_SLMS_v01_M,survey
1244,AFR_1995-1998_SACMEQ-I_v01_M,survey
1245,AFR_2000-2002_SACMEQ-II_v01_M,survey
1246,AFR_2005-2010_SACMEQ-III_v01_M,survey
1247,ZAF_1975_BMRS_v01_M,survey
1248,ZAF_1980_BMRS_v01_M,survey
1249,ZAF_1980_CPS_v01_M,survey
1250,ZAF_1983_IRPO_v01_M,survey
1251,ZAF_1984_AGR_v01_M,survey
1252,ZAF_1984-1987_BMRS_v01_M,survey
1253,ZAF_1985_BMRS_v01_M,survey
1254,AFR_1992-1995_CFLD_v01_M,survey
1255,ZAF_1993_HARKAP_v01_M,survey
1256,ZAF_1994_INES_v01_M,survey
1257,ZAF_1995_AMPS_v01_M,survey
1258,ZAF_1995_IES_v01_M,survey
1259,ZAF_1995_ILES_v01_M,survey
1260,ZAF_1996_ATRC_v01_M,survey
1261,ZAF_1996_SRNS_v01_M,survey
1262,ZAF_1996_CCA_v01_M,survey
1263,ZAF_1997_IPCS_v01_M,survey
1264,ZAF_1997-2005_MCCDN_v01_M,survey
1265,ZAF_1998_HSRCNS_v01_M,survey
1266,ZAF_1998_IDSA_v01_M,survey
1267,ZAF_1998_IO_v01_M,survey
1268,ZAF_1998_VCS_v01_M,survey
1269,ZAF_1999_HSRCNS_v01_M,survey
1270,ZAF_1999-2000_IMSA_v01_M,survey
1271,ZAF_2000_SRNS_v01_M,survey
1272,ZAF_2001_PHC_v01_M_v01_A_CASASP,survey
1273,ZAF_2001-2003_IMAGE_v01_M,survey
1274,ZAF_2002-2003_DLFS_v01_M,survey
1275,ZAF_2003_NVCS_v01_M,survey
1276,ZAF_2004_CNEP_v01_M,survey
1277,ZAF_2005_SESE_v01_M,survey
1278,ZAF_2006_SEPURN_v01_M,survey
1279,ZAF_2006-2008_DSDS_v01_M,survey
1280,ZAF_2007_VS_v01_M,survey
1281,ZAF_2008_DTS_v01_M,survey
1282,ZAF_2008_LCS_v01_M,survey
1283,ZAF_2008_LMDSA_v01_M,survey
1284,ZAF_2008-2011_NIDSAD_v01_M,survey
1285,ZAF_2009_DTS_v01_M,survey
1286,ZAF_2009_GCROQOLS_v01_M,survey
1287,ZAF_2009_LMDSA_v01_M,survey
1288,ZAF_2009_SESE_v01_M,survey
1289,ZAF_2010_DTS_v01_M,survey
1290,ZAF_2010_LMDSA_v01_M,survey
1291,ZAF_2010_MD_v01_M,survey
1292,ZAF_2010_QLFS-Q3_v03_M,survey
1293,ZAF_2010_QLFS-Q4_v03_M,survey
1294,ZAF_2010_NIDS-W2_v05_M,survey
1295,ZAF_2011_DTS_v01_M,survey
1296,ZAF_2011_GCROQOLS_v01_M,survey
1297,ZAF_2011_GHS_v01_M,survey
1298,ZAF_2011_LMDSA_v01_M,survey
1299,ZAF_2011_QLFS-Q1_v02_M,survey
1300,ZAF_2011_QLFS-Q2_v02_M,survey
1301,ZAF_2011_QLFS-Q3_v02_M,survey
1302,ZAF_2011_QLFS-Q4_v02_M,survey
1303,ZAF_2011_VCS_v01_M,survey
1304,ZAF_2012_QLFS-Q1_v02_M,survey
1305,ZAF_2012_QLFS-Q2_v02_M,survey
1306,SRB_2010_MICS_v01_M,survey
1307,SRB_2010_MICS-RS_v01_M,survey
1308,VNM_2011_MICS_v01_M,survey
1309,SWZ_2010_MICS_v01_M,survey
1310,NPL_2010_MICS_v01_M,survey
1311,SLE_2010_MICS_v01_M,survey
1312,PAK_2010_MICS-BAL_v01_M,survey
1313,COD_2010_MICS_v01_M,survey
1314,BOL_2007_EPE_v01_M,survey
1315,BTN_2010_MICS_v01_M,survey
1317,BGD_1991_LTIMCI_v01_M,survey
1318,BGD_1998_LTIMCI_v01_M,survey
1319,TZA_2004_CWIQ_v01_M,survey
1320,TZA_2003_CWIQ_v01_M,survey
1321,ALB_2008_DHS_v01_M,survey
1322,AFG_2010_DHS-MS_v01_M,survey
1323,ARM_2000_DHS_v01_M,survey
1324,ARM_2005_DHS_v01_M,survey
1325,ARM_2010_DHS_v01_M,survey
1326,AZE_2006_DHS_v01_M,survey
1327,BDI_1987_DHS_v01_M,survey
1328,BEN_1996_DHS_v01_M,survey
1329,BEN_2001_DHS_v01_M,survey
1330,BEN_2006_DHS_v01_M,survey
1331,BFA_1992_DHS_v01_M,survey
1332,BFA_1998_DHS_v01_M,survey
1333,BFA_2003_DHS_v01_M,survey
1334,BGD_1993_DHS_v01_M,survey
1335,BGD_1996_DHS_v01_M,survey
1336,BGD_1999_DHS_v01_M,survey
1337,BGD_2004_DHS_v01_M,survey
1338,BGD_2007_DHS_v01_M,survey
1339,BOL_1989_DHS_v01_M,survey
1340,BOL_1994_DHS_v01_M,survey
1341,BOL_1998_DHS_v01_M,survey
1342,BOL_2003_DHS_v01_M,survey
1343,BOL_2008_DHS_v01_M,survey
1344,BRA_1986_DHS_v01_M,survey
1345,BRA_1991_DHS_v01_M,survey
1346,BRA_1996_DHS_v01_M,survey
1348,CAF_1994_DHS_v01_M,survey
1349,CIV_1994_DHS_v01_M,survey
1350,CIV_1998_DHS_v01_M,survey
1351,CMR_1991_DHS_v01_M,survey
1352,CMR_1998_DHS_v01_M,survey
1353,CMR_2004_DHS_v01_M,survey
1354,COD_2007_DHS_v01_M,survey
1355,COG_2005_DHS_v01_M,survey
1356,COL_1986_DHS_v01_M,survey
1357,COL_1990_DHS_v01_M,survey
1358,COL_1995_DHS_v01_M,survey
1359,COL_2000_DHS_v01_M,survey
1360,COL_2004_DHS_v01_M,survey
1361,COL_2010_DHS_v01_M,survey
1362,COM_1996_DHS_v01_M,survey
1364,DOM_1986_DHS_v01_M,survey
1365,DOM_1991_DHS_v01_M,survey
1366,DOM_1996_DHS_v01_M,survey
1367,DOM_1999_DHS_v01_M,survey
1368,DOM_2002_DHS_v01_M,survey
1369,DOM_2007_DHS_v01_M,survey
1370,ECU_1987_DHS_v01_M,survey
1371,EGY_1988_DHS_v01_M,survey
1372,EGY_1992_DHS_v01_M,survey
1373,EGY_1995_DHS_v01_M,survey
1374,EGY_2000_DHS_v01_M,survey
1375,EGY_2005_DHS_v01_M,survey
1376,EGY_2008_DHS_v01_M,survey
1379,ETH_2000_DHS_v01_M,survey
1380,ETH_2005_DHS_v01_M,survey
1381,ETH_2010_DHS_v01_M,survey
1382,GAB_2000_DHS_v01_M,survey
1383,GHA_1988_DHS_v01_M,survey
1384,GHA_1993_DHS_v01_M,survey
1385,GHA_1998_DHS_v01_M,survey
1386,GHA_2003_DHS_v01_M,survey
1387,GHA_2008_DHS_v01_M,survey
1389,GIN_1999_DHS_v01_M,survey
1390,GIN_2005_DHS_v01_M,survey
1391,GTM_1987_DHS_v01_M,survey
1392,GTM_1995_DHS_v01_M,survey
1393,GUY_2009_DHS_v01_M,survey
1394,HND_2005_DHS_v01_M,survey
1395,HTI_1994_DHS_v01_M,survey
1396,HTI_2000_DHS_v01_M,survey
1397,HTI_2005_DHS_v01_M,survey
1398,IDN_1987_DHS_v01_M,survey
1399,IDN_1991_DHS_v01_M,survey
1400,IDN_1994_DHS_v01_M,survey
1401,IDN_1997_DHS_v01_M,survey
1402,IDN_2002_DHS_v01_M,survey
1403,IDN_2007_DHS_v01_M,survey
1404,IND_1992_DHS_v01_M,survey
1405,IND_1998_DHS_v01_M,survey
1406,IND_2005_DHS_v01_M,survey
1407,JOR_1990_DHS_v01_M,survey
1408,JOR_1997_DHS_v01_M,survey
1409,JOR_2002_DHS_v01_M,survey
1410,JOR_2007_DHS_v01_M,survey
1411,KAZ_1995_DHS_v01_M,survey
1412,KAZ_1999_DHS_v01_M,survey
1413,KEN_1988_DHS_v01_M,survey
1414,KEN_1993_DHS_v01_M,survey
1415,KEN_1998_DHS_v01_M,survey
1416,KEN_2003_DHS_v01_M,survey
1417,KEN_2008_DHS_v01_M,survey
1418,KGZ_1997_DHS_v01_M,survey
1419,KHM_2000_DHS_v01_M,survey
1420,KHM_2005_DHS_v01_M,survey
1421,KHM_2010_DHS_v01_M,survey
1422,LBR_1986_DHS_v01_M,survey
1423,LBR_2006_DHS_v01_M,survey
1424,LKA_1987_DHS_v01_M,survey
1425,LKA_2006_DHS_v01_M,survey
1426,LSO_2004_DHS_v01_M,survey
1427,LSO_2009_DHS_v01_M,survey
1428,MAR_1987_DHS_v01_M,survey
1429,MAR_1992_DHS_v01_M,survey
1430,MAR_2003_DHS_v01_M,survey
1431,MDA_2005_DHS_v01_M,survey
1432,MDG_1992_DHS_v01_M,survey
1433,MDG_1997_DHS_v01_M,survey
1434,MDG_2003_DHS_v01_M,survey
1435,MDG_2008_DHS_v01_M,survey
1436,MDV_2009_DHS_v01_M,survey
1437,MEX_1987_DHS_v01_M,survey
1439,MLI_1987_DHS_v01_M,survey
1440,MLI_1995_DHS_v01_M,survey
1441,MLI_2001_DHS_v01_M,survey
1442,MLI_2006_DHS_v01_M,survey
1443,MOZ_1997_DHS_v01_M,survey
1444,MOZ_2003_DHS_v01_M,survey
1446,MWI_1992_DHS_v01_M,survey
1447,MWI_2000_DHS_v01_M,survey
1448,MWI_2004_DHS_v01_M,survey
1449,MWI_2010_DHS_v01_M,survey
1450,NAM_1992_DHS_v01_M,survey
1451,NAM_2000_DHS_v01_M,survey
1452,NAM_2006_DHS_v01_M,survey
1453,NER_1992_DHS_v01_M,survey
1454,NER_1998_DHS_v01_M,survey
1455,NER_2006_DHS_v01_M,survey
1456,NGA_1990_DHS_v01_M,survey
1457,NGA_1999_DHS_v01_M,survey
1458,NGA_2003_DHS_v01_M,survey
1459,NGA_2008_DHS_v01_M,survey
1461,NIC_1998_DHS_v01_M,survey
1462,NIC_2001_DHS_v01_M,survey
1463,NPL_1996_DHS_v01_M,survey
